Canal,Nome vídeo,Data
EntrePlanos,Watched O Que É Filme Noir?,2017-07-27 21:22:15.741
TecMundo,Watched Moto Z2 Force - Hands On - TecMundo,2017-07-27 21:18:13.039
adsense,Watched https://www.youtube.com/watch?v=PG3ogLY5Thc,2017-07-27 21:15:13.163
Morning Show,"Watched Fred, do Desimpedidos, fala sobre a zoeira com os times de futebol | Morning Show",2017-07-27 21:12:59.909
Família Infante,Watched RAFAEL INFANTE ENSINA BALÉ PARA SUA FILHA,2017-07-27 21:10:06.432
Rolê Gourmet,Watched Basil Smash do God Of War (AKA Manjericão Amassado),2017-07-27 21:04:34.456
Zelune,Watched DESENHOS VIRANDO REALIDADE,2017-07-27 20:58:32.506
Travessuras Avessas,Watched Meu nome é Amanda Klein!!!,2017-07-27 03:09:46.710
PlayStation LifeStyle,Watched Strike Vector EX PS4 Gameplay - Fighting in Space,2017-07-27 01:12:03.045
adsense,Watched https://www.youtube.com/watch?v=fnHNHoikig8,2017-07-27 01:10:29.110
GameSpot,Watched 8 Minutes of Strike Vector EX Skirmish Gameplay,2017-07-27 00:18:18.956
PlayStation,Watched Strike Vector EX - Gameplay Trailer | PS4,2017-07-26 23:34:40.021
Programa do Porchat,"Watched Só Pra Contrariar lembra última festa com Mamonas Asssassinas, uma semana antes do acidente",2017-07-26 22:53:33.509
Marcelo D2,Watched Marcelo D2 & SambaDrive - Qual é?,2017-07-26 22:49:27.686
Rebosteio,Watched O Homem Spider Man #13,2017-07-26 22:47:31.291
Coisa de Nerd,Watched A VERDADE SOBRE POKEMON GO FEST! - Pokemon Go (Parte 60),2017-07-26 22:39:24.154
Cid Cidoso,Watched AS SELFIES VÃO DESTRUIR A HUMANIDADE,2017-07-26 22:20:26.481
Meu-Smartphone,Watched ONEPLUS 5 - ELE É TUDO ISSO MESMO? (Chegou em 5 dias),2017-07-26 22:13:28.360
mikannn,Watched CASTLEVANIA DA NETFLIX | VALE A PENA VER?,2017-07-26 22:01:50.649
DigimonPTPT,Watched Digievolução - Agumon - Greymon - PT-PT - VERSÃO TVI,2017-07-26 18:47:23.182
Miquelangelo Silva,Watched Digimon - 1ª Digievolução Wargreymon & Metalgarurumon,2017-07-26 03:37:18.372
MaryLois,Watched Perolas da versão portuguesa do Dragon ball Z Ep.1,2017-07-26 03:32:15.726
adsense,Watched a video that has been removed,2017-07-26 03:13:15.491
Sergio Morais,Watched Torneio de futebol em Riachão termina em briga,2017-07-26 03:13:11.112
Valdecir -da costa,Watched Futebol acabou ir briga,2017-07-26 03:13:03.333
Óliver Kahn,Watched UFC ou futebol? Jogo no Acre termina em briga,2017-07-26 03:12:40.068
adsense,Watched https://www.youtube.com/watch?v=_LvoDX1J99M,2017-07-26 03:11:53.238
Geovani Gonçalo,Watched Briga em aniversário,2017-07-26 03:11:16.140
Gilberto Léda,Watched Partilha de bolo de aniversário de ITZ termina em briga,2017-07-26 03:09:58.978
O Expresso de Hogwarts,Watched VOCÊ NOTOU ESSES PERSONAGENS EM HARRY POTTER E A PEDRA FILOSOFAL?,2017-07-26 02:02:13.675
Fala Bandana,Watched Brasileiro 2017 - São Paulo 1 X 1 Grêmio,2017-07-25 20:50:36.888
Zangado,Watched Styx Master of Shadows : A Primeira Meia Hora,2017-07-25 02:32:21.387
PlayStation Europe,Watched Styx: Shards of Darkness | Art of Stealth | PS4,2017-07-25 02:32:02.356
adsense,Watched https://www.youtube.com/watch?v=ROV7DeelN8M,2017-07-25 02:16:39.371
TV Quase,Watched FALHA DE COBERTURA #124: Pior Bahia,2017-07-24 21:43:36.729
Desimpedidos,Watched NEYMAR HUMILHOU O FRED DE NOVO?,2017-07-24 21:33:35.528
Desimpedidos,Watched NEYMAR VAI JOGAR NO PSG? - DESINFORMADOS #185,2017-07-24 00:27:18.313
Loop Infinito,"Watched O TÊNIS DO ""DE VOLTA PRO FUTURO""! (GDN)",2017-07-24 00:17:57.985
Acabou de Acabar,Watched TRANSFORMERS: O ÚLTIMO CAVALEIRO (2017) | #Crítica | SEM SPOILER 😉,2017-07-23 01:44:46.099
Acabou de Acabar,Watched 4 Filmes de Ação (COM ROTEIRO) | LISTA,2017-07-23 01:40:46.502
SINXPLAYSBR,Watched The Legend of Korra: The Game - Gameplay Parte 1 - Avatar A Lenda de Korra [PS4 PT-BR],2017-07-23 01:30:31.674
Desimpedidos,Watched NEYMAR VAI JOGAR NO PSG? - DESINFORMADOS #185,2017-07-22 20:20:03.681
adsense,Watched https://www.youtube.com/watch?v=CxvML86sWMk,2017-07-22 17:44:52.871
adsense,Watched https://www.youtube.com/watch?v=7HEA1h_j1qU,2017-07-22 17:22:20.019
DouggDroid,Watched Lineage OS Android 7.1.1 - Como baixar e instalar sem PC (Aparelhos Samsung),2017-07-22 17:13:29.579
Android Doctor,Watched Samsung Galaxy Tab 4 10.1 Root & Install Android 7.0 Nougat (Cyanogenmod 14),2017-07-22 17:12:18.494
Android Doctor,Watched Samsung Galaxy Tab 4 10.1 Android 7.0 Nougat (CyanogenMod 14),2017-07-22 17:12:12.173
MuuhPro,Watched PES 2018 - TESTANDO A BETA - MELHOR QUE FIFA ?,2017-07-22 13:26:00.211
AF Gameplays,"Watched PES 2018 - GAMEPLAY, COMO JOGAR A BETA, MARADONA e CAPA DO JOGO",2017-07-22 13:23:00.590
Loop Infinito,Watched MEU RAZER BLADE: JÁ QUEBROU DE NOVO!? @razer,2017-07-22 01:30:57.593
Marcelo D2,Watched Marcelo D2 & SambaDrive - Profissão MC,2017-07-22 01:26:37.036
Canal Nostalgia,Watched Como eu aprendi a ser FELIZ,2017-07-22 01:22:56.493
adsense,Watched https://www.youtube.com/watch?v=PHFiE9XuxHo,2017-07-22 01:10:33.903
São Paulo FC,Watched BOLETIM DE TREINO: 21.07 | SPFCTV,2017-07-22 01:07:08.856
adsense,Watched https://www.youtube.com/watch?v=NmMXeNW26-U,2017-07-21 23:00:36.236
adsense,Watched https://www.youtube.com/watch?v=CxvML86sWMk,2017-07-21 22:07:16.559
5 Alguma Coisa,Watched 5 PROVAS QUE VOCÊ É CHATO OU CHATA,2017-07-21 21:45:25.118
THE GAMES PLAY,Watched TESTANDO!! PES 2018  (Online Beta) - GAMEPLAY PS4,2017-07-21 11:24:35.003
adsense,Watched https://www.youtube.com/watch?v=2kLa6z8ZEvo,2017-07-21 11:22:04.028
adsense,Watched https://www.youtube.com/watch?v=2kLa6z8ZEvo,2017-07-21 01:48:22.734
adsense,Watched https://www.youtube.com/watch?v=29KYm3RRjSU,2017-07-20 22:09:44.718
adsense,Watched a video that has been removed,2017-07-20 22:01:52.772
Fala Bandana,Watched Brasileiro 2017 - São Paulo 1 X 0 Vasco,2017-07-20 21:58:23.647
Coisa de Nerd,Watched COMO VER O ESPAÇO COM O CELULAR! - Apps Para Celular.,2017-07-20 21:54:48.898
Pânico Jovem Pan,"Watched “Já fiz, foi horrível”, diz Clarice Falcão sobre trabalhar na Globo | Pânico",2017-07-20 21:49:48.328
adsense,Watched https://www.youtube.com/watch?v=xEU-aft-bzg,2017-07-20 21:43:05.078
TV Quase,Watched FALHA DE COBERTURA #123: Um Pouco de Inter,2017-07-19 23:36:43.567
Zelune,Watched O PIOR SPINNER DO MUNDO,2017-07-19 11:20:52.478
5 Alguma Coisa,Watched 5 MANEIRAS DE ACORDAR CEDO NA SEGUNDA-FEIRA,2017-07-19 11:18:57.582
The Enemy,"Watched O QUE PRECISO JOGAR ESTE ANO? (feat. Patife, DavyJones, Damiani e Muuh) | Enemy Zone",2017-07-19 02:06:25.369
The Enemy,Watched E3 2017: FIFA 18 - Jogamos no PS4 e no Switch!,2017-07-19 00:45:16.042
The Enemy,Watched Jogamos PES 2018 e ele é ÓTIMO!,2017-07-19 00:39:33.755
Full,"Watched JOGADORES FAMOSOS JOGANDO FIFA!!! (COM MESSI, NEYMAR, POGBA)",2017-07-19 00:37:07.717
BRKsEDU,Watched PES 2016 - BRKsEDU vs. KAKÁ + FRED BOIOLA do Desimpedidos!!!,2017-07-19 00:34:21.304
Paragleiber (Gleiber),Watched Forza Horizon 3 - Hot Wheels Goliath (Final Expansion Career Event) with Pagani Zonda R,2017-07-19 00:33:19.931
adsense,Watched https://www.youtube.com/watch?v=_uaoSJpck6A,2017-07-19 00:26:48.213
adsense,Watched a video that has been removed,2017-07-19 00:24:37.351
adsense,Watched https://www.youtube.com/watch?v=XLbFtSMzzGM,2017-07-19 00:22:59.498
Airton Silva,Watched PES 2018 vs Reality - Goals Comparison HD,2017-07-19 00:21:39.595
adsense,Watched https://www.youtube.com/watch?v=fyIXNFB-86o,2017-07-19 00:21:18.334
xboxmedien,"Watched PES 2018 4K 60 FPS Gameplay Liverpool vs Atletico Madrid (Xbox One, PS4, PC)",2017-07-19 00:20:06.251
Shirrako,Watched Gran Turismo Sport - Gameplay Renault Sport R.S.01 @ Nurburgring Nordschleife [1080p 60fps],2017-07-19 00:18:06.724
DJ CIA,Watched RZO - Rap é isso aí feat. Rael Prod. DJ CIA),2017-07-19 00:03:11.926
Cid Cidoso,Watched COMO EVITAR SPOILERS DE GAME OF THRONES,2017-07-19 00:00:27.597
adsense,Watched https://www.youtube.com/watch?v=ALMK_0MIq-8,2017-07-18 23:54:27.783
Voxel,Watched FIFA 17 [Review] - TecMundo Games,2017-07-18 22:02:50.216
Voxel,Watched FIFA 17 x Pro Evolution Soccer 2017: qual é o melhor? - TecMundo Games,2017-07-18 21:58:16.348
Canal GFB,Watched Douglas é Mitão!,2017-07-18 14:07:04.561
adsense,Watched a video that has been removed,2017-07-18 02:56:22.728
Zangado,Watched Naruto Shippuden Ultimate Ninja Storm 4 : A Primeira Hora,2017-07-18 02:32:56.168
RavenwestR1,"Watched Need For Speed Most Wanted 2 Trailer 2016 Trailer PC, PS4, Xbox One (Fan Made)",2017-07-17 22:56:00.883
DSTRYR,Watched Need for Speed: Carbon - Final Race,2017-07-17 22:55:43.605
Lemuel Falcon,Watched Need for Speed Most Wanted (Final Boss Razor/all 5 races + Final Pursuit),2017-07-17 22:55:38.143
LipaoGamer,Watched TRACKMANIA TURBO - RATÃO CHORÃO e LIPÃO MITÃO!,2017-07-17 22:51:48.108
Team VVV,Watched WRC 5 PS4 Gameplay Preview,2017-07-17 22:49:01.101
Canal do Rica Perrone,"Watched Bruno (Sorriso Maroto): ""Se a Beyonce é legal porque a Anitta não é?""",2017-07-17 22:40:25.309
adsense,Watched https://www.youtube.com/watch?v=dpuy6OBrTTU,2017-07-17 22:39:03.485
Casal Tela dividida,Watched TUDO SOBRE O NOVO NEED FOR SPEED PAYBACK 2017/CARROS/TRAILER OFICIAL,2017-07-17 22:37:05.785
adsense,Watched https://www.youtube.com/watch?v=GEQmuOCu8Gg,2017-07-17 22:31:33.251
Porta dos Fundos,Watched GUERRA DOS TRONOS,2017-07-17 22:29:08.107
adsense,Watched https://www.youtube.com/watch?v=99FnhbXUcJ4,2017-07-17 22:28:21.998
Throneful,Watched The Crew - Race - Route 66 Gameplay (PC HD) [1080p],2017-07-17 22:26:28.141
Ubisoft North America,Watched The Crew 2: E3 2017 Motorsports Gameplay | Ubisoft [NA],2017-07-17 22:25:30.256
Coisa de Nerd,Watched O JASON VOLTOU! - Friday the 13th: The Game,2017-07-17 00:16:14.293
Gameplayrj,Watched EU SOU O JASON - SEXTA FEIRA 13 O JOGO,2017-07-17 00:14:17.474
São Paulo FC,Watched COLETIVA PÓS JOGO: SPFC 2 X 2 ATLÉTICO-GO - BRASILEIRO 2017 | SPFCTV,2017-07-17 00:13:33.353
GameRiot,Watched Project Cars Gameplay - Project Cars PS4 60fps Gameplay,2017-07-16 16:53:02.051
BRKsEDU,Watched STAR WARS BATTLEFRONT - Gameplay do Multiplayer! Em Português PT-BR!,2017-07-15 14:40:12.021
EntrePlanos,Watched O Que Diabos Aconteceu Com Os Posters de Filmes?,2017-07-14 03:34:36.981
Fala Bandana,Watched Brasileiro 2017 - São Paulo 2 X 2 Atlético/GO,2017-07-14 03:31:15.874
Castro Brothers,"Watched NÃO PODE RIR! com Não Salvo, Renato Albani, Lucas Selfie e Diogo Portugal",2017-07-12 22:39:03.696
Clash com Rafa,Watched 7.0! O DECK MAIS PESADO DO CLASH ROYALE ME SURPREENDEU!,2017-07-12 22:02:28.887
Clash com Rafa,Watched O DECK MAIS RÁPIDO DE 3 MOSQUETEIRAS ESTÁ DE VOLTA NO CLASH ROYALE!,2017-07-12 21:26:53.909
TV Quase,Watched FALHA DE COBERTURA #105: Corinthians Campeão,2017-07-12 21:26:09.013
Gelli Clash,Watched CADA CARTA DE UMA ARENA!! MONTEI O DECK DAS ARENAS NO CLASH ROYALE!!,2017-07-12 21:26:06.212
adsense,Watched https://www.youtube.com/watch?v=7tkqyD_loTg,2017-07-12 01:36:57.487
Desimpedidos,Watched CAROL PORTALIVE,2017-07-11 01:52:27.567
Lucio Big,"Watched Cadê todo mundo? (Mais que a política, é preciso reformar os políticos)",2017-07-11 01:46:36.696
Pipocando,Watched HOMEM ARANHA: DE VOLTA AO LAR - DEPOIS DOS CRÉDITOS (crítica),2017-07-11 01:42:32.998
Porta dos Fundos,Watched ENTREGADOR,2017-07-10 22:19:04.414
Rolê Gourmet,Watched Arroz Com Miojo AKA Ramen Rice!,2017-07-10 22:12:32.856
Coisa de Nerd,Watched COMO PÔR SEU CASAMENTO EM RISCO! - Clash Royale em Dupla.,2017-07-10 22:06:49.196
TV Quase,Watched FALHA DE COBERTURA #122: Caos em São Januário (com Arthur Muhlenberg),2017-07-10 21:57:24.121
Canal Nostalgia,Watched A História de quando fui TRAÍDO e ainda FILMARAM!,2017-07-10 01:31:49.786
Gelli Clash,Watched ABRI TODOS OS MELHORES BAÚS DO CLASH ROYALE DE GRAÇA!!,2017-07-10 01:31:40.232
AtilaKw,Watched Cepo de Madeira - Remix by AtilaKw,2017-07-10 01:31:30.117
Fala Bandana,Watched Brasileiro 2017 - Santos 3 X 2 São Paulo,2017-07-10 01:31:26.109
TV Quase,Watched FALHA DE COBERTURA #32: Brasil 1x7 Alemanha (Copa 2014),2017-07-08 18:56:05.137
Ponto de Equilibrio,Watched Ponto de Equilibrio feat Marcelo D2 - Malandragem às Avessas (Clipe Oficial),2017-07-08 18:49:02.600
Marcelo D2,Watched Marcelo D2 - Dor de Verdade,2017-07-08 18:44:51.944
MarceloD2VEVO,Watched Marcelo D2 - Gueto (Video Clip),2017-07-08 18:43:04.785
Luiz Otávio,Watched Marcelo D2 - MD2 (A SIGLA TÁ NO TAG) ''NADA PODE ME PARAR - AO VIVO (CD)'',2017-07-08 18:42:07.872
tvhempadao,"Watched Marcelo D2 - Nada Pode Me Parar  [Cd, Disco, Álbum COMPLETO] 2013",2017-07-08 18:41:12.898
adsense,Watched a video that has been removed,2017-07-08 18:36:58.974
Ponto de Equilibrio,Watched Ponto de Equilíbrio - Jah Jah Me Leve (DVD Juntos Somos Fortes),2017-07-08 18:26:57.048
Ponto de Equilibrio,Watched Ponto de Equilíbrio - O Que Eu Vejo (DVD Juntos Somos Fortes),2017-07-08 18:25:20.351
Desimpedidos,Watched RONALDINHO HUMILHA MAIS UM - DESINFORMADOS  #183,2017-07-08 17:08:08.721
Deck,Watched Forfun - Sigo O Som,2017-07-08 16:32:01.655
JotaQuestVEVO,Watched Jota Quest - Palavras De Um Futuro Bom (Video),2017-07-08 16:26:53.902
JotaQuestVEVO,Watched Jota Quest - Ainda É Cedo (Bonus Sky),2017-07-08 16:25:10.756
Amanda Mayumi Miyamoto,Watched Amanda Miyamoto - Ainda é cedo (cover),2017-07-08 16:24:34.404
Sérgio Dall'orto,Watched Sérgio Dall'orto - Ainda É Cedo (Legião Urbana - releitura),2017-07-08 16:21:37.395
Gelli Clash,Watched GANHANDO OS MELHORES BAÚS DO CLASH ROYALE!! AO VIVO!!,2017-07-08 14:28:08.806
adsense,Watched https://www.youtube.com/watch?v=JZ5Hz2VEFtI,2017-07-08 14:19:40.144
Coisa de Nerd,Watched EU NÃO NÃO GOSTO DE VOCÊS! - Jogos da Galera (Parte 75),2017-07-08 14:08:59.167
Manual do Mundo,Watched O segredo do CEPO DE MADEIRA do Gugu Gaitero - com Mari Fulfaro 🔵Manual do Mundo,2017-07-08 05:57:10.955
Gelli Clash,Watched ENCONTREI MINHA PRIMEIRA CONTA DO CLASH ROYALE!!,2017-07-08 05:44:32.849
Acabou de Acabar,Watched HOMEM ARANHA: DE VOLTA AO LAR (2017) | #Crítica | SEM SPOILER 😉,2017-07-08 05:44:29.792
EntrePlanos,"Watched Por Que ""Airplane"" É Uma Comédia Tão Importante?",2017-07-08 05:31:59.140
Rolê Gourmet,Watched Um Brinde #132 - UM NOVO CANAL!,2017-07-08 01:00:28.620
adsense,Watched https://www.youtube.com/watch?v=IMKgFc71mSs,2017-07-08 00:48:27.111
adsense,Watched https://www.youtube.com/watch?v=SSLutU4R3VU,2017-07-08 00:46:52.829
VisaBR,Watched Preparando a torcida,2017-07-08 00:45:40.819
Porta dos Fundos,Watched TORCIDA ORGANIZADA,2017-07-08 00:43:21.409
Porta dos Fundos,Watched APLICATIVOS,2017-07-08 00:40:41.205
adsense,Watched https://www.youtube.com/watch?v=3WQ5_KQUpLY,2017-07-08 00:38:38.723
Desimpedidos,Watched LANÇAMENTO DA NOVA CAMISA DO SPORT/ adidas,2017-07-07 02:07:28.147
Jandir Bezerra,Watched Sport Clube do Recife - Maior Grito de Guerra do Planeta,2017-07-07 02:06:14.663
Júlio Netto,Watched Sport Recife - Maior grito de guerra do mundo,2017-07-07 02:04:57.527
adsense,Watched https://www.youtube.com/watch?v=IMKgFc71mSs,2017-07-07 02:02:42.839
Brava Ilha 1905,Watched 87 é Nosso - Brava Ilha,2017-07-07 02:02:27.691
Pipocando,Watched 10 CENAS mais INÚTEIS do CINEMA 🎥 ❓,2017-07-07 01:25:20.656
Cassio Toledo,Watched Som de Chuva e Trovoadas 2 - Para Dormir e Relaxar,2017-07-07 00:34:46.119
Gelli Clash,Watched USEI O DECK G-E-L-L-I-C-L-A-S-H NO CLASH ROYALE E FUNCIONOU!!,2017-07-07 00:34:28.815
Cid Cidoso,Watched {RESULTADO} ChromaCid com YUDI TAMASHIRO,2017-07-07 00:34:24.847
adsense,Watched https://www.youtube.com/watch?v=Ka9VqZ3epJE,2017-07-07 00:34:21.206
TV Quase,Watched FALHA DE COBERTURA #121: Pior Vitória/BA,2017-07-06 22:49:31.231
Gelli Clash,Watched O DECK DO BRASILEIRO QUE GANHOU 50 MIL REAIS JOGANDO CLASH ROYALE,2017-07-06 22:40:47.401
Jovem Pan Esportes,"Watched Antes de demissão, Flavio falou com Ceni. Saiba o que foi dito!",2017-07-06 22:38:58.252
adsense,Watched a video that has been removed,2017-07-06 22:27:28.896
Vagazoide,Watched Rabiscando A Vida 22#: BABÁ DE BÊBADO,2017-07-06 21:42:00.528
adsense,Watched https://www.youtube.com/watch?v=pOGDMZJP2KA,2017-07-05 01:51:10.047
Roberta Ramos Organiza,Watched Como dobrar cueca boxer,2017-07-04 22:20:57.967
Jorlan Miranda,Watched Como dobrar cueca boxe,2017-07-04 22:18:02.115
Jaqueline Santos,Watched Como dobrar Cuecas e Organizar a Gaveta . •Vida de Dona de Casa•,2017-07-04 22:16:33.471
Isabela Duarte,Watched Dobrando cueca boxer,2017-07-04 22:15:21.443
Bahiapress Noticias,"Watched Pai desamarra faixa de torcida para que seu filho assista a partida, o que gera a ira do torcedor",2017-07-04 03:06:25.353
Torcida Independente - 1972,Watched CONTRA O FUTEBOL MODERNO SOMOS A TORCIDA INDEPENDENTE,2017-07-04 03:05:17.689
TV Quase,Watched FALHA DE COBERTURA #121: Pior Vitória/BA,2017-07-04 02:57:20.134
Fala Bandana,Watched Amistoso - Despedida de Rogério Ceni,2017-07-04 01:47:28.441
itaucorretora,Watched Debêntures - parte I,2017-07-04 00:28:23.745
Canal do Rica Perrone,"Watched Zico: ""Não trocava um carioca por ter ganhado a Copa""",2017-07-03 04:15:17.140
Anderson de Souza,Watched SARRADA AO SOM DE NARUTO,2017-07-03 04:08:58.523
Chacal FF,Watched Naruto versão funk,2017-07-03 04:05:20.411
Desimpedidos,Watched TOP 10 ELÁSTICOS ESPETACULARES - FRED +10 FESTA JUNINA!,2017-07-03 03:58:32.939
Desimpedidos,Watched CRISTIANO RONALDO FOI ELIMINADO - DESINFORMADOS  #182,2017-07-03 03:32:42.168
Acabou de Acabar,Watched O Que É A Regra do Três? | Primeiro Plano,2017-07-03 03:28:20.364
Unifesp - Universidade Federal de São Paulo,Watched Um olhar sobre a realidade do Hospital São Paulo,2017-07-03 02:51:54.499
Gelli Clash,Watched MEU DECK É TÃO BOM QUE ELE ERROU O FOGUETE E DESISTIU DO CLASH ROYALE,2017-07-03 02:49:45.328
Fala Bandana,Watched Brasileiro 2017 - Flamengo 2 X 0 São Paulo,2017-07-03 02:49:34.893
mikannn,Watched COMO JON DESCOBRIRÁ SEUS PAIS? | GAME OF THRONES,2017-07-02 06:22:50.747
Acabou de Acabar,Watched MEU MALVADO FAVORITO 3 (2017) | #Crítica | SEM SPOILER 😉,2017-07-02 06:17:18.688
Forfun,Watched Forfun - Man Down (Cover Rihanna),2017-07-02 00:54:40.624
Cristi Cerchez,Watched Funk da Virada (Cidade de Deus OST),2017-07-01 23:43:16.279
adsense,Watched https://www.youtube.com/watch?v=jSATmKWLiJc,2017-07-01 23:42:16.888
JunkieOfGomorrah,"Watched Antonio Pinto & Ed Cortez / ""A Transa""",2017-07-01 23:41:28.024
iencarella,"Watched Na Rua, Na Chuva, Na Fazenda - Hyldon",2017-07-01 23:39:59.109
Granuhha,Watched Luis Melodia - Magrelinha,2017-07-01 23:38:50.117
Xandi,Watched Cartola - Alvorada,2017-07-01 23:36:05.912
RUMnWINE,Watched Convite para vida - Seu Jorge,2017-07-01 23:33:05.807
Curious Refuge,Watched The JFK Assassination in 4K 360°  VR,2017-07-01 23:01:58.122
N Smith,Watched JFK Assassination Magic Bullet Computer Recreation,2017-07-01 23:01:05.056
adsense,Watched a video that has been removed,2017-07-01 23:00:28.570
Gelli Clash,Watched ABRI O NOVO BAÚ DOS MORCEGOS NO CLASH ROYALE!!,2017-07-01 12:30:25.554
Canal do Rica Perrone,"Watched Felipe Neto: ""Não voto em corrupto. Não voto no Lula""",2017-07-01 12:16:49.491
EntrePlanos,Watched Quais Filmes Eu Considero Superestimados? | Perguntas e Respostas,2017-07-01 12:00:11.574
Olá Brasil!,Watched FRANCÊS REAGINDO AO VÍDEO DE UM CEARENSE EM PARIS!,2017-06-30 23:56:52.087
Max Petterson Monteiro,Watched Sobre o verão em Paris...,2017-06-30 23:54:24.053
Gugu Gaiteiro,Watched Gugu Gaiteiro - Cepo de Madeira,2017-06-30 23:49:24.477
adsense,Watched https://www.youtube.com/watch?v=i3G_0w7OgQM,2017-06-30 22:53:25.080
adsense,Watched a video that has been removed,2017-06-30 22:44:02.765
adsense,Watched https://www.youtube.com/watch?v=CLtpUskusFQ,2017-06-30 21:49:21.401
adsense,Watched a video that has been removed,2017-06-29 22:58:14.047
Canal do Rica Perrone,"Watched Marcelo Adnet: ""Sempre fui esquerdista""",2017-06-29 22:38:10.018
Canal do Rica Perrone,"Watched Bruno Mazzeo: ""Meus ideais sempre foram os da esquerda""",2017-06-29 22:20:37.527
Android Doctor,Watched Samsung Galaxy Tab 4 10.1 Android 7.0 Nougat (CyanogenMod 14),2017-06-29 03:43:15.339
Young Rock Tech,Watched ✹INSTALANDO A ROM |#Viper OS 1.1 #AndroidPuro7.1.2 MELHOR ROM DO MOMENTO? Moto E/G/X/Z e etc,2017-06-29 03:39:19.293
adsense,Watched https://www.youtube.com/watch?v=BkGKafOrpWE,2017-06-29 03:23:59.621
São Paulo FC,Watched PETROS É TRICOLOR! | SPFCTV,2017-06-29 03:14:18.703
BRAZA,Watched BRAZA - Além,2017-06-29 00:17:56.896
BRAZA,Watched BRAZA - Jaya,2017-06-29 00:13:37.865
MalluMagalhaesVEVO,Watched Mallu Magalhães - Você Não Presta (Videoclipe),2017-06-29 00:09:27.269
Desimpedidos,Watched TOP 10 ELÁSTICOS ESPETACULARES - FRED +10 FESTA JUNINA!,2017-06-28 23:40:38.341
